"bhk","price","flr","area","sale","furnus","owner","f1","f2"
3,,"8 - 8",1140,0,0,1,"8 ","8"
,,"1 - 4",,1,1,,"1 ","4"
1,,"6 - 7",,1,2,,"6 ","7"
2,,"10 - 30",,1,0,,"10", 30
3,,"17 - 27",889,1,1,0,"17", 27
2,,"5 - 6",,1,1,2,"5 ","6"
1,,"1 - 4",490,1,0,,"1 ","4"
1,,"4 - 7",415,1,0,1,"4 ","7"
3,,"11 - 26",1140,1,1,1,"11", 26
3,,"28 - 32",1153,0,0,1,"28", 32
2,,"12 - 30",735,1,0,1,"12", 30
1,,"5 - 7",490,0,0,,"5 ","7"
1,,"4 - 6",452,1,0,,"4 ","6"
1,,"1 - 1",,1,1,0,"1 ","1"
3,,"10 - 14",894,1,1,0,"10", 14
2,,"14 - 32",640,1,0,1,"14", 32
2,,"1 - 4",,1,2,,"1 ","4"
2,,"15 - 32",640,1,0,1,"15", 32
2,,"6 - 29",758,0,0,1,"6 ","29"
3,,"1 - 20",894,1,1,0,"1 ","20"
1,,"2 - 7",,1,1,1,"2 ","7"
2,,"3 - 20",671,0,0,1,"3 ","20"
4,,"12 - 12",1170,1,2,0,"12", 12
2,,"12 - 21",600,1,0,1,"12", 21
2,,"1 - 29",758,0,0,1,"1 ","29"
3,,"14 - 22",,1,0,,"14", 22
2,,"30 - 36",848,1,1,,"30", 36
1,,"4 - 4",,1,1,,"4 ","4"
2,,"23 - 32",650,1,0,1,"23", 32
3,,"21 - 28",1300,1,1,,"21", 28
6,,"7 - 15",913,1,0,1,"7 ","15"
1,,"25 - 30",366,1,0,1,"25", 30
1,,"3 - 3",375,1,0,,"3 ","3"
2,,"12 - 22",750,1,1,1,"12", 22
2,,"26 - 27",706,1,0,1,"26", 27
2,,"9 - 19",730,1,1,1,"9 ","19"
1,,"6 - 18",510,1,0,1,"6 ","18"
3,,"4 - 24",961,1,0,1,"4 ","24"
3,,"21 - 26",1228,0,1,1,"21", 26
1,,"7 - 8",480,1,0,1,"7 ","8"
1,,"4 - 8",,1,0,,"4 ","8"
1,,"2 - 5",,1,0,,"2 ","5"
2,,"19 - 30",551,1,0,1,"19", 30
1,,"10 - 30",435,1,0,1,"10", 30
1,,"3 - 7",430,1,1,1,"3 ","7"
4,,"12 - 19",1359,1,0,1,"12", 19
2,,"15 - 30",640,1,0,1,"15", 30
2,,"3 - 4",,1,1,,"3 ","4"
1,,"10 - 31",495,1,0,1,"10", 31
1,,"11 - 18",510,0,1,2,"11", 18
4,,"1 - 29",1650,1,2,1,"1 ","29"
1,,"4 - 7",,1,1,0,"4 ","7"
1,,"3 - 6",540,1,0,1,"3 ","6"
2,,"24 - 32",650,1,0,1,"24", 32
3,,"4 - 7",870,0,2,1,"4 ","7"
2,,"16 - 22",830,0,1,1,"16", 22
2,,"19 - 24",763,1,0,1,"19", 24
1,,"7 - 19",480,1,0,,"7 ","19"
1,,"0  - 5",370,1,1,,"0 ", 5
1,,"14 - 23",454,0,1,1,"14", 23
2,,"5 - 14",750,1,1,1,"5 ","14"
2,,"2 - 29",721,0,0,1,"2 ","29"
2,,"7 - 19",575,1,1,1,"7 ","19"
2,,"4 - 30",790,0,0,1,"4 ","30"
3,,"12 - 27",1100,1,1,1,"12", 27
2,,"1 - 14",700,1,0,1,"1 ","14"
2,,"19 - 30",790,0,0,1,"19", 30
1,,"2 - 7",,1,0,,"2 ","7"
1,,"7 - 13",500,1,2,0,"7 ","13"
2,,"3 - 7",850,1,1,1,"3 ","7"
3,,"23 - 35",1203,0,1,1,"23", 35
1,,"6 - 7",438,1,2,0,"6 ","7"
1,,"17 - 18",510,1,0,1,"17", 18
4,,"16 - 27",1350,1,0,1,"16", 27
2,,"2 - 4",546,1,0,1,"2 ","4"
1,,"0  - 6",,1,0,,"0 ", 6
1,,"2 - 21",379,0,1,1,"2 ","21"
1,,"2 - 2",500,1,0,,"2 ","2"
1,,"7 - 31",495,1,0,1,"7 ","31"
3,,"10 - 18",1012,1,1,1,"10", 18
2,,"20 - 26",526,0,0,1,"20", 26
2,,"2 - 7",692,1,0,1,"2 ","7"
3,,"14 - 19",879,1,0,0,"14", 19
1,,"3 - 7",410,1,0,1,"3 ","7"
1,,"7 - 12",400,1,0,1,"7 ","12"
2,,"9 - 16",640,1,0,1,"9 ","16"
6,,"8 - 18",2024,1,1,1,"8 ","18"
2,,"12 - 18",630,1,1,0,"12", 18
1,,"8 - 16",435,1,0,1,"8 ","16"
2,,"7 - 7",650,1,1,0,"7 ","7"
1,,"1 - 7",450,1,2,1,"1 ","7"
2,,"5 - 7",511,1,0,1,"5 ","7"
2,,"18 - 30",585,1,0,1,"18", 30
1,,"0  - 3",,1,1,0,"0 ", 3
1,,"3 - 3",,1,2,,"3 ","3"
2,,"2 - 29",702,0,0,1,"2 ","29"
1,,"5 - 14",440,1,1,1,"5 ","14"
2,,"18 - 20",663,1,0,1,"18", 20
1,,"6 - 40",453,1,0,,"6 ","40"
2,,"5 - 17",,1,2,,"5 ","17"
1,,"1 - 4",,1,1,,"1 ","4"
1,,"2 - 4",475,1,2,2,"2 ","4"
1,,"9 - 16",330,1,1,1,"9 ","16"
2,,"5 - 11",650,1,1,0,"5 ","11"
3,,"12 - 24",,1,0,,"12", 24
3,,"6 - 16",1011,1,1,1,"6 ","16"
2,,"2 - 4",,1,0,,"2 ","4"
2,,"7 - 7",700,1,1,,"7 ","7"
1,,"1 - 19",,1,1,,"1 ","19"
1,,"8 - 12",500,1,1,,"8 ","12"
2,,"20 - 32",650,1,0,1,"20", 32
1,,"2 - 5",,1,1,,"2 ","5"
1,,"2 - 19",,1,1,,"2 ","19"
3,,"5 - 12",1190,1,0,1,"5 ","12"
1,,"4 - 7",420,1,1,,"4 ","7"
2,,"18 - 30",790,0,0,1,"18", 30
1,,"3 - 5",,1,0,1,"3 ","5"
1,,"2 - 7",450,0,0,1,"2 ","7"
3,,"10 - 28",1090,1,0,1,"10", 28
1,,"5 - 7",400,1,0,0,"5 ","7"
1,,"6 - 16",438,1,1,1,"6 ","16"
2,,"19 - 23",833,1,0,0,"19", 23
3,,"5 - 7",900,1,0,1,"5 ","7"
2,,"16 - 17",,1,1,,"16", 17
2,,"17 - 17",,1,1,,"17", 17
2,,"5 - 17",,1,2,,"5 ","17"
3,,"14 - 29",1300,1,1,1,"14", 29
1,,"",518,,1,,"",""
2,,"1 - 4",,1,0,,"1 ","4"
2,,"1 - 2",720,1,0,0,"1 ","2"
1,,"5 - 7",,1,0,,"5 ","7"
2,,"17 - 32",640,1,0,1,"17", 32
1,,"1 - 19",,1,1,,"1 ","19"
1,,"4 - 4",385,1,0,,"4 ","4"
2,,"7 - 18",725,1,0,1,"7 ","18"
1,,"19 - 36",384,0,0,1,"19", 36
1,,"4 - 8",,1,0,,"4 ","8"
1,,"13 - 27",450,1,1,0,"13", 27
2,,"21 - 32",650,1,0,1,"21", 32
1,,"8 - 18",510,1,0,1,"8 ","18"
2,,"29 - 30",810,0,0,1,"29", 30
2,,"2 - 29",800,0,0,1,"2 ","29"
2,,"5 - 7",670,1,1,0,"5 ","7"
1,,"2 - 24",500,0,0,1,"2 ","24"
2,,"2 - 29",804,0,0,1,"2 ","29"
,,"3 - 4",,1,0,,"3 ","4"
2,,"16 - 22",,1,0,,"16", 22
2,,"8 - 27",,1,0,,"8 ","27"
3,,"16 - 28",1040,1,1,1,"16", 28
2,,"22 - 29",672,1,0,1,"22", 29
1,,"1 - 1",500,1,0,1,"1 ","1"
2,,"23 - 32",650,1,0,1,"23", 32
1,,"10 - 18",450,1,0,1,"10", 18
1,,"0  - 4",,1,,,"0 ", 4
1,,"3 - 3",,1,,,"3 ","3"
1,,"1 - 7",,1,1,1,"1 ","7"
1,,"4 - 4",,1,0,,"4 ","4"
1,,"1 - 4",525,1,0,1,"1 ","4"
1,,"3 - 5",,1,0,,"3 ","5"
2,,"23 - 24",620,0,0,1,"23", 24
2,,"4 - 12",,1,1,,"4 ","12"
2,,"1 - 4",,1,1,,"1 ","4"
1,,"5 - 7",434,1,1,1,"5 ","7"
2,,"11 - 17",769,1,0,1,"11", 17
3,,"11 - 32",1260,0,0,1,"11", 32
2,,"21 - 24",630,0,1,1,"21", 24
3,,"8 - 20",900,1,1,0,"8 ","20"
1,,"16 - 30",455,1,1,1,"16", 30
2,,"26 - 30",559,1,2,1,"26", 30
,,"25 - 36",263,1,0,1,"25", 36
4,,"7 - 26",2200,1,0,1,"7 ","26"
1,,"1 - 5",280,1,0,,"1 ","5"
1,,"3 - 4",375,1,1,0,"3 ","4"
1,,"5 - 6",,1,2,,"5 ","6"
3,,"3 - 7",,1,1,,"3 ","7"
2,,"9 - 29",758,0,0,1,"9 ","29"
1,,"7 - 12",540,1,1,1,"7 ","12"
1,,"3 - 4",290,1,1,1,"3 ","4"
2,,"11 - 29",758,0,0,1,"11", 29
1,,"8 - 15",,1,1,,"8 ","15"
1,,"5 - 14",,1,0,,"5 ","14"
1,,"12 - 25",,1,0,,"12", 25
2,,"16 - 32",640,1,0,1,"16", 32
2,,"10 - 18",600,1,0,,"10", 18
2,,"1 - 4",710,1,0,1,"1 ","4"
1,,"4 - 4",,1,1,0,"4 ","4"
3,,"2 - 6",820,1,0,0,"2 ","6"
3,,"7 - 18",679,0,2,1,"7 ","18"
1,,"5 - 13",475,1,2,1,"5 ","13"
2,,"14 - 30",701,0,0,1,"14", 30
1,,"1 - 6",330,1,1,1,"1 ","6"
3,,"4 - 18",838,1,0,1,"4 ","18"
1,,"7 - 14",,1,0,,"7 ","14"
3,,"9 - 10",770,1,1,1,"9 ","10"
2,,"7 - 7",680,1,1,1,"7 ","7"
2,,"9 - 10",,1,2,,"9 ","10"
4,,"14 - 27",1820,1,1,1,"14", 27
2,,"1 - 5",,1,0,,"1 ","5"
1,,"1 - 7",400,1,1,0,"1 ","7"
3,,"1 - 2",,1,1,0,"1 ","2"
2,,"14 - 28",722,1,1,0,"14", 28
3,,"3 - 8",,1,0,,"3 ","8"
2,,"3 - 5",660,1,0,1,"3 ","5"
2,,"7 - 8",,1,1,,"7 ","8"
1,,"4 - 7",415,1,1,1,"4 ","7"
1,,"6 - 18",,1,0,,"6 ","18"
1,,"4 - 5",,1,0,,"4 ","5"
3,,"9 - 12",820,1,1,1,"9 ","12"
2,,"2 - 7",755,1,1,1,"2 ","7"
1,,"0  - 7",,1,0,,"0 ", 7
1,,"1 - 7",,1,0,,"1 ","7"
2,,"10 - 18",668,1,0,0,"10", 18
2,,"1 - 5",700,0,0,1,"1 ","5"
1,,"2 - 7",410,1,1,1,"2 ","7"
2,,"1 - 7",700,1,1,1,"1 ","7"
1,,"1 - 5",527,1,0,0,"1 ","5"
4,,"6 - 8",,1,1,,"6 ","8"
3,,"10 - 19",800,1,0,1,"10", 19
1,,"3 - 5",,1,2,,"3 ","5"
1,,"2 - 8",450,1,0,,"2 ","8"
3,,"6 - 21",856,1,1,1,"6 ","21"
3,,"14 - 22",1120,1,2,0,"14", 22
2,,"4 - 23",480,1,1,1,"4 ","23"
1,,"6 - 7",,1,2,,"6 ","7"
1,,"16 - 16",475,1,1,0,"16", 16
1,,"8 - 16",400,1,0,0,"8 ","16"
2,,"6 - 7",749,1,1,0,"6 ","7"
1,,"10 - 11",,1,1,,"10", 11
1,,"2 - 7",480,1,2,0,"2 ","7"
1,,"2 - 4",590,1,0,1,"2 ","4"
2,,"20 - 26",636,1,0,1,"20", 26
1,,"7 - 8",,1,1,,"7 ","8"
1,,"3 - 4",400,1,0,1,"3 ","4"
1,,"2 - 3",600,1,0,,"2 ","3"
1,,"17 - 18",450,1,0,,"17", 18
2,,"1 - 4",,1,1,,"1 ","4"
2,,"10 - 31",771,1,1,1,"10", 31
1,,"2 - 4",,1,0,,"2 ","4"
3,,"10 - 30",1000,1,1,0,"10", 30
1,,"5 - 6",464,1,2,,"5 ","6"
2,,"14 - 26",636,1,0,1,"14", 26
1,,"5 - 8",475,1,1,1,"5 ","8"
2,,"9 - 17",,1,0,,"9 ","17"
1,,"8 - 23",440,0,0,,"8 ","23"
2,,"4 - 17",700,1,1,3,"4 ","17"
1,,"5 - 7",420,1,1,0,"5 ","7"
2,,"6 - 7",656,1,0,,"6 ","7"
2,,"4 - 4",750,0,2,,"4 ","4"
2,,"4 - 12",666,1,0,1,"4 ","12"
1,,"5 - 7",,1,1,,"5 ","7"
1,,"1 - 7",,1,1,,"1 ","7"
1,,"1 - 7",,1,1,,"1 ","7"
1,,"0  - 1",468,1,0,,"0 ", 1
1,,"5 - 21",401,0,0,1,"5 ","21"
2,,"12 - 24",650,1,0,1,"12", 24
2,,"19 - 20",,1,1,,"19", 20
1,,"5 - 7",,1,0,,"5 ","7"
1,,"4 - 20",450,1,1,0,"4 ","20"
1,,"1 - 5",460,1,1,1,"1 ","5"
3,,"6 - 7",915,0,2,0,"6 ","7"
2,,"1 - 6",635,1,1,,"1 ","6"
2,,"20 - 29",756,0,2,1,"20", 29
3,,"10 - 18",910,1,1,1,"10", 18
2,,"10 - 18",559,1,1,1,"10", 18
1,,"7 - 15",,1,2,2,"7 ","15"
3,,"6 - 30",1500,1,2,1,"6 ","30"
2,,"7 - 9",,1,1,,"7 ","9"
1,,"3 - 4",,1,1,,"3 ","4"
1,,"4 - 16",450,1,0,0,"4 ","16"
1,,"2 - 6",550,1,0,,"2 ","6"
1,,"3 - 7",455,1,0,0,"3 ","7"
2,,"21 - 45",635,0,0,1,"21", 45
1,,"7 - 7",,1,0,,"7 ","7"
1,,"5 - 6",464,1,2,,"5 ","6"
1,,"7 - 7",,1,0,0,"7 ","7"
3,,"16 - 19",,1,2,,"16", 19
1,,"2 - 3",,1,0,,"2 ","3"
2,,"6 - 12",,1,2,,"6 ","12"
1,2700000.00,"2 - 4",370,1,0,1,"2 ","4"
2,,"6 - 12",570,1,0,1,"6 ","12"
2,,"2 - 7",,1,0,,"2 ","7"
3,,"7 - 12",930,1,1,,"7 ","12"
2,,"9 - 29",767,0,0,1,"9 ","29"
2,,"8 - 27",,0,1,,"8 ","27"
2,,"8 - 27",,0,1,,"8 ","27"
2,,"19 - 26",650,1,0,1,"19", 26
1,,"2 - 3",,1,1,1,"2 ","3"
2,,"6 - 8",,1,0,,"6 ","8"
1,,"22 - 25",,1,0,,"22", 25
1,,"4 - 7",,1,0,,"4 ","7"
1,,"4 - 7",,1,0,,"4 ","7"
1,,"4 - 7",,1,0,,"4 ","7"
2,,"2 - 10",780,1,2,1,"2 ","10"
2,,"13 - 26",636,1,0,1,"13", 26
2,,"2 - 8",,1,1,,"2 ","8"
1,,"2 - 5",,1,0,,"2 ","5"
1,,"1 - 7",430,1,1,0,"1 ","7"
1,,"3 - 5",,1,0,,"3 ","5"
2,,"6 - 27",600,1,0,1,"6 ","27"
2,,"2 - 8",640,1,0,1,"2 ","8"
1,,"4 - 5",,1,0,,"4 ","5"
1,,"12 - 12",388,0,0,1,"12", 12
1,,"6 - 7",435,1,0,3,"6 ","7"
1,,"1 - 2",300,1,0,1,"1 ","2"
1,,"8 - 16",410,1,0,0,"8 ","16"
3,,"15 - 27",1290,1,1,1,"15", 27
2,,"4 - 12",,1,0,,"4 ","12"
2,,"16 - 26",636,1,0,1,"16", 26
3,,"15 - 32",940,1,0,,"15", 32
1,,"13 - 20",475,1,0,1,"13", 20
3,,"15 - 27",1250,1,1,1,"15", 27
1,,"9 - 22",450,1,1,3,"9 ","22"
2,,"11 - 18",818,0,0,1,"11", 18
2,,"5 - 8",670,1,0,1,"5 ","8"
1,,"9 - 18",580,0,1,,"9 ","18"
2,,"7 - 7",,1,1,,"7 ","7"
2,,"10 - 19",584,1,2,1,"10", 19
2,,"3 - 11",640,1,1,1,"3 ","11"
3,,"10 - 31",1260,1,0,1,"10", 31
1,,"6 - 10",650,1,0,0,"6 ","10"
2,,"3 - 6",700,1,0,0,"3 ","6"
1,,"4 - 15",430,1,1,1,"4 ","15"
2,,"8 - 27",,0,1,,"8 ","27"
2,,"8 - 27",,0,1,,"8 ","27"
3,,"3 - 12",844,1,0,1,"3 ","12"
3,23500000.00,"17 - 30",1090,1,1,1,"17", 30
1,,"4 - 7",450,1,1,3,"4 ","7"
3,,"18 - 23",,0,1,1,"18", 23
1,,"3 - 13",453,1,1,,"3 ","13"
1,,"2 - 7",,1,0,,"2 ","7"
1,,"10 - 13",,1,0,,"10", 13
1,,"2 - 7",450,1,2,1,"2 ","7"
1,,"4 - 7",430,1,1,,"4 ","7"
2,,"2 - 12",676,1,0,1,"2 ","12"
3,,"18 - 28",1115,1,1,1,"18", 28
3,,"15 - 30",950,1,0,1,"15", 30
1,,"0  - 1",,1,1,,"0 ", 1
1,,"0  - 7",,1,0,,"0 ", 7
1,,"2 - 4",,1,0,,"2 ","4"
2,,"20 - 26",530,1,0,0,"20", 26
1,,"3 - 7",,1,1,,"3 ","7"
2,,"8 - 19",700,1,1,3,"8 ","19"
3,12500000.00,"5 - 7",,1,2,0,"5 ","7"
1,,"2 - 15",,1,0,,"2 ","15"
2,,"1 - 26",691,0,0,1,"1 ","26"
1,,"0  - 6",,1,0,,"0 ", 6
1,,"4 - 7",,1,1,,"4 ","7"
3,,"14 - 28",902,1,0,1,"14", 28
3,,"17 - 30",1090,1,1,1,"17", 30
3,,"5 - 7",,1,2,0,"5 ","7"
2,,"2 - 12",640,0,0,1,"2 ","12"
2,,"4 - 8",,1,2,,"4 ","8"
1,,"2 - 7",450,1,0,1,"2 ","7"
1,,"7 - 7",486,1,1,,"7 ","7"
3,,"10 - 20",880,1,1,1,"10", 20
4,,"21 - 28",1070,1,1,1,"21", 28
2,,"5 - 7",610,1,0,1,"5 ","7"
2,,"6 - 16",700,1,0,0,"6 ","16"
3,,"25 - 27",900,1,0,0,"25", 27
2,,"8 - 30",680,1,1,1,"8 ","30"
1,,"12 - 21",,1,0,,"12", 21
3,,"15 - 18",1163,0,0,1,"15", 18
1,,"16 - 16",430,1,0,,"16", 16
1,,"7 - 7",486,1,1,,"7 ","7"
1,,"4 - 4",,1,1,,"4 ","4"
1,,"10 - 11",500,1,0,,"10", 11
2,,"3 - 22",473,1,1,1,"3 ","22"
3,25400000.00,"15 - 18",1163,0,0,1,"15", 18
2,,"10 - 29",779,1,0,1,"10", 29
2,,"20 - 42",635,1,0,0,"20", 42
1,,"2 - 7",,1,0,0,"2 ","7"
1,,"4 - 5",550,1,0,,"4 ","5"
1,,"0  - 7",,1,2,,"0 ", 7
1,,"0  - 2",,1,2,0,"0 ", 2
3,,"3 - 27",900,1,0,1,"3 ","27"
3,,"6 - 20",950,1,1,0,"6 ","20"
2,,"16 - 24",,1,1,,"16", 24
2,,"8 - 20",,1,1,,"8 ","20"
4,,"18 - 27",1820,1,1,1,"18", 27
1,,"2 - 3",,1,2,,"2 ","3"
2,,"10 - 16",675,0,0,1,"10", 16
1,,"5 - 7",647,0,0,1,"5 ","7"
1,,"4 - 5",,1,0,,"4 ","5"
2,,"20 - 28",600,1,0,0,"20", 28
1,,"3 - 7",430,1,1,1,"3 ","7"
2,,"15 - 31",665,1,0,1,"15", 31
2,,"2 - 28",557,1,0,1,"2 ","28"
3,,"27 - 27",870,1,1,0,"27", 27
1,,"6 - 7",,1,0,,"6 ","7"
1,,"5 - 5",,1,2,,"5 ","5"
1,,"3 - 8",288,1,0,1,"3 ","8"
1,,"11 - 17",,1,0,,"11", 17
3,,"8 - 20",925,1,2,1,"8 ","20"
1,,"9 - 24",434,0,1,1,"9 ","24"
4,,"16 - 27",1350,1,0,1,"16", 27
2,,"14 - 29",850,1,1,1,"14", 29
3,,"1 - 27",849,1,1,1,"1 ","27"
1,,"2 - 7",440,1,2,1,"2 ","7"
1,,"5 - 7",,1,1,,"5 ","7"
1,,"2 - 4",,1,1,,"2 ","4"
1,,"2 - 4",,1,0,,"2 ","4"
1,,"5 - 7",490,0,0,,"5 ","7"
2,,"16 - 38",639,0,0,1,"16", 38
2,,"2 - 7",600,1,0,,"2 ","7"
1,,"3 - 4",,1,0,,"3 ","4"
2,,"2 - 17",,1,1,,"2 ","17"
2,,"12 - 28",,1,2,1,"12", 28
2,,"3 - 19",,1,0,,"3 ","19"
2,,"2 - 7",923,1,1,1,"2 ","7"
2,,"5 - 7",620,1,1,0,"5 ","7"
2,,"6 - 28",550,1,0,0,"6 ","28"
2,,"5 - 7",600,1,0,1,"5 ","7"
1,,"1 - 4",,1,0,,"1 ","4"
3,,"7 - 16",880,1,1,1,"7 ","16"
1,,"2 - 7",380,1,0,1,"2 ","7"
1,,"1 - 9",,1,0,0,"1 ","9"
1,,"7 - 12",375,1,1,0,"7 ","12"
2,,"10 - 10",636,1,0,0,"10", 10
1,,"4 - 4",,1,0,1,"4 ","4"
2,,"6 - 7",,1,0,0,"6 ","7"
2,,"14 - 17",600,1,0,0,"14", 17
2,,"21 - 27",661,1,1,0,"21", 27
2,,"5 - 8",686,1,0,1,"5 ","8"
3,,"7 - 30",950,1,0,0,"7 ","30"
1,,"6 - 18",504,1,0,1,"6 ","18"
2,,"14 - 28",799,1,1,1,"14", 28
1,,"3 - 5",,1,0,,"3 ","5"
1,,"2 - 24",320,0,1,1,"2 ","24"
2,,"3 - 4",650,1,2,0,"3 ","4"
3,,"7 - 15",640,1,0,1,"7 ","15"
2,,"1 - 8",586,1,0,1,"1 ","8"
2,,"2 - 16",,1,0,,"2 ","16"
3,,"7 - 7",1200,1,1,1,"7 ","7"
2,,"4 - 28",741,1,1,0,"4 ","28"
3,,"4 - 26",1200,1,1,0,"4 ","26"
1,,"5 - 7",,1,2,0,"5 ","7"
2,,"7 - 7",590,1,0,0,"7 ","7"
3,,"1 - 17",960,1,0,1,"1 ","17"
1,,"5 - 5",,1,0,,"5 ","5"
1,,"2 - 4",,1,0,,"2 ","4"
3,,"20 - 32",1168,0,0,1,"20", 32
3,,"10 - 25",,0,0,1,"10", 25
2,,"15 - 17",,1,0,1,"15", 17
1,,"8 - 9",500,1,0,0,"8 ","9"
3,,Upper Basement - 9,1200,1,2,,Up,r B
1,,"5 - 7",,1,0,0,"5 ","7"
3,,"8 - 27",920,1,0,1,"8 ","27"
1,,"5 - 7",550,1,0,,"5 ","7"
1,,"4 - 4",400,1,0,,"4 ","4"
1,,"2 - 7",460,1,1,1,"2 ","7"
2,,"7 - 7",,1,0,,"7 ","7"
1,,"8 - 19",404,1,0,0,"8 ","19"
,,"1 - 4",,1,1,,"1 ","4"
2,,"3 - 7",624,0,0,1,"3 ","7"
2,,"2 - 8",,1,0,,"2 ","8"
1,,"2 - 2",510,1,0,1,"2 ","2"
1,,"15 - 30",450,1,0,1,"15", 30
1,,"4 - 4",,1,1,,"4 ","4"
1,,"3 - 4",,1,2,,"3 ","4"
1,,"3 - 7",550,1,1,1,"3 ","7"
1,,"21 - 26",420,1,1,1,"21", 26
3,,"5 - 12",744,1,1,1,"5 ","12"
2,,"3 - 18",,1,0,,"3 ","18"
2,,"5 - 14",740,1,1,1,"5 ","14"
3,,"1 - 29",,1,2,,"1 ","29"
1,,"0  - 7",479,1,1,,"0 ", 7
1,,"5 - 16",445,0,0,1,"5 ","16"
2,,"3 - 28",686,1,1,1,"3 ","28"
5,,"4 - 20",1600,1,1,,"4 ","20"
1,,"1 - 4",625,1,2,,"1 ","4"
3,,"6 - 7",,1,1,0,"6 ","7"
1,,"1 - 5",,1,2,,"1 ","5"
2,,"",739,0,0,,"",""
2,,"29 - 29",,1,1,,"29", 29
1,,"1 - 4",410,1,1,0,"1 ","4"
2,,"2 - 7",,1,0,,"2 ","7"
2,,"10 - 12",775,1,0,,"10", 12
1,,"3 - 7",400,1,0,,"3 ","7"
2,,"10 - 30",759,1,0,1,"10", 30
2,,"13 - 26",530,1,1,1,"13", 26
3,,"5 - 7",1041,1,0,1,"5 ","7"
,,"0  - 3",,1,0,,"0 ", 3
1,4100000.00,"16 - 16",430,1,0,,"16", 16
2,,"5 - 28",735,1,0,1,"5 ","28"
1,,"2 - 4",370,1,0,1,"2 ","4"
2,,"2 - 5",,1,1,,"2 ","5"
2,,"12 - 12",,1,0,0,"12", 12
2,,"1 - 6",770,1,0,1,"1 ","6"
1,,"2 - 7",430,1,1,1,"2 ","7"
1,,"3 - 7",410,1,1,0,"3 ","7"
2,,"0  - 4",,1,1,,"0 ", 4
2,,"3 - 20",688,0,0,1,"3 ","20"
2,,"6 - 13",680,1,0,1,"6 ","13"
3,,"2 - 29",1073,0,0,1,"2 ","29"
1,,"5 - 7",,1,0,,"5 ","7"
1,,"4 - 7",,1,0,,"4 ","7"
1,,"1 - 7",,1,1,,"1 ","7"
2,,"1 - 5",,1,1,,"1 ","5"
1,,"2 - 7",,1,2,1,"2 ","7"
3,,"20 - 35",1356,0,0,1,"20", 35
1,,"3 - 7",400,1,0,1,"3 ","7"
1,,"13 - 31",483,1,0,1,"13", 31
1,,"3 - 23",453,0,0,1,"3 ","23"
3,,"3 - 4",750,1,0,1,"3 ","4"
2,,"19 - 19",800,1,1,,"19", 19
2,,"11 - 18",760,1,1,0,"11", 18
1,,"4 - 4",500,1,2,1,"4 ","4"
4,,"18 - 30",1704,1,0,1,"18", 30
2,,"10 - 20",587,0,0,1,"10", 20
2,,"0  - 4",,1,0,,"0 ", 4
2,,"2 - 19",699,1,1,0,"2 ","19"
1,,"2 - 5",,0,0,1,"2 ","5"
3,,"16 - 23",1350,1,0,1,"16", 23
2,,"3 - 30",763,0,0,1,"3 ","30"
3,,"8 - 8",1140,0,0,1,"8 ","8"
1,,"6 - 7",,1,2,,"6 ","7"
2,,"10 - 30",,1,0,,"10", 30
1,2480000.00,"7 - 7",486,1,1,,"7 ","7"
3,,"17 - 27",889,1,1,0,"17", 27
2,,"5 - 6",,1,1,2,"5 ","6"
1,,"1 - 4",490,1,0,,"1 ","4"
1,,"4 - 7",415,1,0,1,"4 ","7"
3,,"11 - 26",1140,1,1,1,"11", 26
2,,"12 - 30",735,1,0,1,"12", 30
1,,"4 - 6",452,1,0,,"4 ","6"
1,,"7 - 7",450,1,0,,"7 ","7"
1,,"1 - 1",,1,1,0,"1 ","1"
3,,"10 - 14",894,1,1,0,"10", 14
2,,"1 - 29",758,0,0,1,"1 ","29"
2,,"14 - 32",640,1,0,1,"14", 32
1,2320000.00,"7 - 7",486,1,1,,"7 ","7"
2,,"15 - 32",640,1,0,1,"15", 32
2,,"6 - 29",758,0,0,1,"6 ","29"
3,,"1 - 20",894,1,1,0,"1 ","20"
3,,"28 - 32",1153,0,0,1,"28", 32
2,,"6 - 8",,1,1,,"6 ","8"
2,,"3 - 20",671,0,0,1,"3 ","20"
4,,"12 - 12",1170,1,2,0,"12", 12
2,,"1 - 4",,1,1,,"1 ","4"
2,,"12 - 21",600,1,0,1,"12", 21
2,,"30 - 36",848,1,1,,"30", 36
1,,"4 - 4",,1,1,,"4 ","4"
2,,"23 - 32",650,1,0,1,"23", 32
6,,"7 - 15",913,1,0,1,"7 ","15"
1,,"25 - 30",366,1,0,1,"25", 30
2,,"12 - 22",750,1,1,1,"12", 22
2,,"26 - 27",706,1,0,1,"26", 27
2,,"3 - 23",612,0,0,1,"3 ","23"
2,,"9 - 19",730,1,1,1,"9 ","19"
1,,"6 - 18",510,1,0,1,"6 ","18"
3,,"4 - 24",961,1,0,1,"4 ","24"
1,,"6 - 7",438,1,2,0,"6 ","7"
3,,"21 - 26",1228,0,1,1,"21", 26
1,,"7 - 8",480,1,0,1,"7 ","8"
1,5100000.00,"4 - 4",,1,1,,"4 ","4"
2,,"19 - 30",551,1,0,1,"19", 30
1,,"10 - 30",435,1,0,1,"10", 30
1,,"3 - 7",430,1,1,1,"3 ","7"
4,,"12 - 19",1359,1,0,1,"12", 19
2,,"15 - 30",640,1,0,1,"15", 30
2,,"3 - 4",,1,1,,"3 ","4"
1,,"10 - 31",495,1,0,1,"10", 31
